date;ref;#6182;#6179;#617B;pm2.5#6182;pm2.5#6179;pm2.5#617B
2017-11-03 13:30:00;23.4;;18.4;23.4;;17.25;19.85
2017-11-03 13:45:00;23.4;;19.8;22.45;;18.25;19.2
2017-11-03 14:00:00;23.3;;12.75;19.2;;11.95;16.55
2017-11-03 14:15:00;14.0;;13.533333333333301;18.3;;12.7;15.4
2017-11-03 14:30:00;14.0;;14.95;17.65;;13.95;15.2
2017-11-03 14:45:00;14.0;;15.65;20.8;;14.45;17.65
2017-11-03 15:00:00;13.9;;13.0;17.966666666666697;;12.05;15.033333333333301
2017-11-03 15:15:00;10.9;;12.9;13.0;;12.0;11.15
2017-11-03 15:30:00;10.9;;16.2;16.5;;15.1;14.15
2017-11-03 15:45:00;10.9;;13.05;20.7;;12.25;17.65
2017-11-03 16:00:00;11.0;;11.266666666666698;18.35;;10.766666666666698;15.3
2017-11-03 16:15:00;18.1;;13.7;18.75;;12.95;15.85
2017-11-03 16:30:00;18.1;;16.05;20.2;;15.05;17.1
2017-11-03 16:45:00;18.1;;14.8;18.6333333333333;;13.9;16.0666666666667
2017-11-03 17:00:00;18.1;;12.85;19.9;;12.05;17.1
2017-11-03 17:15:00;19.7;;18.0;21.1;;16.9;17.65
2017-11-03 17:30:00;19.7;;20.5;23.6;;19.15;19.6
2017-11-03 17:45:00;19.7;;22.1666666666667;29.0;;20.5666666666667;24.25
2017-11-03 18:00:00;19.7;;20.6;28.4;;19.15;24.3
2017-11-03 18:15:00;24.8;;21.7;29.6;;20.4;24.95
2017-11-03 18:30:00;24.8;;19.5;26.0666666666667;;18.25;21.966666666666693
2017-11-03 18:45:00;24.8;;17.2;25.55;;15.75;21.6
2017-11-03 19:00:00;24.8;;15.35;26.85;;14.4;22.6
2017-11-03 19:15:00;24.3;;16.2;25.2;;15.3;21.55
2017-11-03 19:30:00;24.3;;22.6333333333333;26.35;;21.1;22.6
2017-11-03 19:45:00;24.3;;22.0;30.0;;20.25;25.8
2017-11-03 20:00:00;24.3;;19.8;28.75;;18.55;24.7
2017-11-03 20:15:00;24.2;;23.8;27.1666666666667;;22.2;23.266666666666694
2017-11-03 20:30:00;24.2;;23.1;28.15;;21.4;23.7
2017-11-03 20:45:00;24.2;;21.55;28.5;;20.25;24.3
2017-11-03 21:00:00;24.3;;21.45;33.1;;20.1;28.1
2017-11-03 21:15:00;26.5;;21.1666666666667;36.05;;19.733333333333302;30.7
2017-11-03 21:30:00;26.5;;24.45;32.9;;22.65;27.85
2017-11-03 21:45:00;26.5;;23.25;31.85;;21.75;26.8
2017-11-03 22:00:00;26.5;;20.2;24.6333333333333;;18.95;21.0
2017-11-03 22:15:00;27.1;;22.55;28.7;;21.1;24.65
2017-11-03 22:30:00;27.1;;22.8;28.0;;21.3;23.7
2017-11-03 22:45:00;27.1;;20.2;28.85;;18.9;24.45
2017-11-03 23:00:00;27.1;;21.8333333333333;22.35;;20.2;19.25
2017-11-03 23:15:00;22.4;;18.3;25.4;;17.05;21.75
2017-11-03 23:30:00;22.4;;20.45;25.2;;19.15;21.35
2017-11-03 23:45:00;22.4;;18.55;24.5;;17.4;21.0
2017-11-04 00:00:00;22.4;;17.6;28.1;;16.35;24.25
2017-11-04 00:15:00;17.7;;19.1;23.25;;17.6;19.85
2017-11-04 00:30:00;17.7;;20.75;21.2;;19.2;18.4
2017-11-04 00:45:00;17.7;;24.266666666666694;23.15;;22.466666666666693;20.3
2017-11-04 01:00:00;17.7;;23.25;25.3;;21.6;21.8
2017-11-04 01:15:00;21.0;;17.75;23.9;;16.6;20.3
2017-11-04 01:30:00;21.0;;15.95;24.4333333333333;;14.85;20.966666666666697
2017-11-04 01:45:00;21.0;;18.55;26.3;;17.25;22.3
2017-11-04 02:00:00;20.6;;20.35;24.7;;19.05;20.9
2017-11-04 02:15:00;12.0;;18.8;22.35;;17.55;18.9
2017-11-04 02:30:00;12.0;;20.233333333333302;22.75;;18.7;19.5
2017-11-04 02:45:00;12.0;;16.9;24.2;;15.9;20.55
2017-11-04 03:00:00;12.1;;16.05;20.95;;15.1;17.95
2017-11-04 03:15:00;14.1;;17.2;22.466666666666693;;16.1;19.0
2017-11-04 03:30:00;14.1;;18.85;20.85;;17.65;17.75
2017-11-04 03:45:00;14.1;;15.65;20.2;;14.75;17.5
2017-11-04 04:00:00;14.2;;13.3;22.2;;12.6;18.7
2017-11-04 04:15:00;17.0;;14.266666666666698;21.95;;13.3;18.55
2017-11-04 04:30:00;17.0;;17.3;25.85;;15.85;22.1
2017-11-04 04:45:00;17.0;;19.75;26.0;;18.15;22.3
2017-11-04 05:00:00;17.2;;18.55;22.3333333333333;;17.15;19.2
2017-11-04 05:15:00;21.1;;17.85;15.5;;16.75;13.6
2017-11-04 05:30:00;21.1;;19.65;18.05;;18.55;15.45
2017-11-04 05:45:00;21.1;;16.75;24.1;;15.8;20.1
2017-11-04 06:00:00;21.0;;17.766666666666698;21.75;;16.5666666666667;18.35
2017-11-04 06:15:00;18.4;;17.45;21.55;;16.4;18.05
2017-11-04 06:30:00;18.4;;16.2;22.85;;15.3;19.4
2017-11-04 06:45:00;18.4;;21.55;21.1666666666667;;20.1;17.9333333333333
2017-11-04 07:00:00;18.2;;17.2;27.35;;16.1;23.35
2017-11-04 07:15:00;13.2;;18.8;27.9;;17.4;23.6
2017-11-04 07:30:00;13.2;;18.65;26.7;;17.45;22.45
2017-11-04 07:45:00;13.2;;18.3333333333333;23.15;;17.1666666666667;19.85
2017-11-04 08:00:00;13.1;;21.3;17.25;;19.95;14.95
2017-11-04 08:15:00;11.8;;20.45;15.4;;19.1;13.2
2017-11-04 08:30:00;11.8;;19.65;19.9333333333333;;18.3;16.9333333333333
2017-11-04 08:45:00;11.8;;17.85;17.75;;16.45;15.05
2017-11-04 09:00:00;11.6;;16.5;15.7;;15.3;13.25
2017-11-04 09:15:00;8.7;;10.15;10.25;;9.4;8.7
2017-11-04 09:30:00;8.7;;7.86666666666667;6.2;;7.23333333333333;5.35
2017-11-04 09:45:00;8.7;;5.75;4.55;;5.3;3.85
2017-11-04 10:00:00;8.6;;3.1;6.6;;2.95;5.65
2017-11-04 10:15:00;6.8;;2.7;4.8;;2.6;4.13333333333333
2017-11-04 10:30:00;6.8;;1.45;3.7;;1.45;3.25
2017-11-04 10:45:00;6.8;;4.25;5.6;;4.0;4.95
2017-11-04 11:00:00;6.9;;4.05;5.7;;3.85;5.15
2017-11-04 11:15:00;7.7;;2.86666666666667;5.6;;2.7666666666666697;5.05
2017-11-04 11:30:00;7.7;;4.9;6.6;;4.8;5.75
2017-11-04 11:45:00;7.7;;10.7;7.4;;9.9;6.3
2017-11-04 12:00:00;7.7;;10.95;10.4;;10.25;8.9
2017-11-04 12:15:00;6.8;;6.7;9.05;;6.35;7.7
2017-11-04 12:30:00;6.8;;7.95;6.3;;7.5;5.45
2017-11-04 12:45:00;6.8;;7.25;5.6;;6.75;5.05
2017-11-04 13:00:00;6.9;;4.73333333333333;4.25;;4.466666666666669;3.9
2017-11-04 13:15:00;8.5;;6.95;4.7;;6.6;4.2
2017-11-04 13:30:00;8.5;;7.95;6.5;;7.35;5.95
2017-11-04 13:45:00;8.5;;4.65;7.73333333333333;;4.4;6.86666666666667
2017-11-04 14:00:00;8.6;;3.55;4.5;;3.45;4.05
2017-11-04 14:15:00;9.3;;5.6;6.8;;5.25;6.3
2017-11-04 14:30:00;9.3;;9.45;9.15;;8.8;8.05
2017-11-04 14:45:00;9.3;;18.233333333333302;19.6;;16.9333333333333;16.65
2017-11-04 15:00:00;9.3;;28.15;30.7;;26.05;26.25
2017-11-04 15:15:00;9.9;;33.7;44.05;;31.1;37.5
2017-11-04 15:30:00;9.9;;40.45;48.866666666666696;;37.6;41.8333333333333
2017-11-04 15:45:00;9.9;;42.95;50.15;;40.0;42.85
2017-11-04 16:00:00;10.1;;44.3;51.3;;41.3;43.55
2017-11-04 16:15:00;13.9;;49.4;46.7;;46.05;39.45
2017-11-04 16:30:00;13.9;;45.6;49.15;;41.966666666666704;41.25
2017-11-04 16:45:00;13.9;;36.6;48.05;;33.75;40.75
2017-11-04 17:00:00;13.9;;43.35;43.4;;39.8;36.85
2017-11-04 17:15:00;14.8;;43.3;51.0333333333333;;39.75;42.3
2017-11-04 17:30:00;14.8;;43.6;53.35;;40.3;44.1
2017-11-04 17:45:00;14.8;;37.25;41.0;;34.75;34.45
2017-11-04 18:00:00;14.7;;38.1;37.9;;35.35;32.0
2017-11-04 18:15:00;11.5;;40.433333333333294;43.55;;37.466666666666704;36.8
2017-11-04 18:30:00;11.5;;42.65;43.6;;39.2;37.0
2017-11-04 18:45:00;11.5;;40.05;37.9;;36.65;32.3
2017-11-04 19:00:00;11.6;;39.9;50.7333333333333;;36.85;42.6
2017-11-04 19:15:00;14.5;;41.8;47.5;;38.55;39.75
2017-11-04 19:30:00;14.5;;35.9;42.5;;33.3;35.6
2017-11-04 19:45:00;14.5;;35.6;40.05;;33.0;33.5
2017-11-04 20:00:00;14.4;;36.6;40.05;;33.9;33.4
2017-11-04 20:15:00;11.1;;32.45;38.9;;29.75;32.75
2017-11-04 20:30:00;11.1;;33.85;41.25;;31.25;34.9
2017-11-04 20:45:00;11.1;;31.9;40.6;;29.7;34.6
2017-11-04 21:00:00;11.2;;34.1;40.35;;31.6;34.5
2017-11-04 21:15:00;11.7;;33.1;38.6;;30.7;32.9
2017-11-04 21:30:00;11.7;;35.05;38.4;;32.35;32.65
2017-11-04 21:45:00;11.7;;32.0;39.1;;29.5666666666667;33.35
2017-11-04 22:00:00;11.7;;26.5;40.65;;24.85;34.4
2017-11-04 22:15:00;11.8;;30.4;37.4;;28.35;31.8
2017-11-04 22:30:00;11.8;;33.95;32.7666666666667;;31.15;28.233333333333306
2017-11-04 22:45:00;11.8;;33.95;34.85;;31.1;29.45
2017-11-04 23:00:00;11.8;;28.9;35.6;;26.6;30.0
2017-11-04 23:15:00;11.6;;27.65;32.1;;25.7;27.35
2017-11-04 23:30:00;11.6;;29.8666666666667;35.55;;27.966666666666693;29.9
2017-11-04 23:45:00;11.6;;32.05;36.55;;29.7;30.4
2017-11-05 00:00:00;11.5;;27.75;37.6;;25.85;31.6
2017-11-05 00:15:00;9.5;;21.15;28.1666666666667;;19.65;23.8333333333333
2017-11-05 00:30:00;9.5;;21.6;25.3;;20.1;21.3
2017-11-05 00:45:00;9.5;;23.6;26.1;;21.75;21.8
2017-11-05 01:00:00;9.4;;26.55;23.05;;24.4;19.35
2017-11-05 01:15:00;7.1;;24.2;21.8;;22.6;18.65
2017-11-05 01:30:00;7.1;;16.85;20.8;;15.95;17.55
2017-11-05 01:45:00;7.1;;13.15;20.7;;12.35;17.15
2017-11-05 02:00:00;7.0;;14.55;19.0666666666667;;13.65;16.233333333333302
2017-11-05 02:15:00;4.6;;20.3;20.5;;18.85;17.2
2017-11-05 02:30:00;4.6;;19.75;20.55;;18.15;17.15
2017-11-05 02:45:00;4.6;;23.25;24.9;;21.25;20.65
2017-11-05 03:00:00;4.7;;27.8333333333333;32.2;;25.6;26.65
2017-11-05 03:15:00;5.2;;26.55;28.4;;24.65;23.75
2017-11-05 03:30:00;5.2;;24.85;32.45;;23.1;27.3
2017-11-05 03:45:00;5.2;;23.5;30.9;;21.55;26.0666666666667
2017-11-05 04:00:00;5.1;;23.25;30.95;;21.35;26.1
2017-11-05 04:15:00;4.3;;17.35;19.9;;15.9;16.9
2017-11-05 04:30:00;4.3;;16.75;15.3;;15.45;13.1
2017-11-05 04:45:00;4.3;;18.6666666666667;16.0;;17.4333333333333;13.5
2017-11-05 05:00:00;4.2;;16.75;20.1;;15.75;17.3
2017-11-05 05:15:00;2.7;;17.3;15.8;;16.35;13.6
2017-11-05 05:30:00;2.7;;13.85;19.533333333333303;;12.9;16.233333333333302
2017-11-05 05:45:00;2.7;;13.15;14.3;;12.5;12.25
2017-11-05 06:00:00;2.6;;9.9;11.4;;9.45;9.8
2017-11-05 06:15:00;1.5;;9.45;10.6;;8.9;9.2
2017-11-05 06:30:00;1.5;;11.5;12.75;;10.6666666666667;10.9
2017-11-05 06:45:00;1.5;;11.35;16.0;;10.5;13.15
2017-11-05 07:00:00;1.6;;10.8;16.3;;10.1;13.8
2017-11-05 07:15:00;4.1;;8.25;13.7;;7.7;11.6333333333333
2017-11-05 07:30:00;4.1;;7.95;10.4;;7.45;8.6
2017-11-05 07:45:00;4.1;;12.35;17.25;;11.55;14.1
2017-11-05 08:00:00;4.1;;12.2;15.7;;11.45;13.1
2017-11-05 08:15:00;4.2;;16.3;10.9;;15.2;9.25
2017-11-05 08:30:00;4.2;;12.75;13.35;;11.9;11.2
2017-11-05 08:45:00;4.2;;11.65;15.1;;10.85;12.4
2017-11-05 09:00:00;4.2;;12.9;19.033333333333303;;11.95;15.733333333333302
2017-11-05 09:15:00;2.8;;17.55;20.7;;16.3;17.2
2017-11-05 09:30:00;2.8;;19.25;22.95;;17.8;19.55
2017-11-05 09:45:00;2.8;;18.95;27.45;;17.55;23.0
2017-11-05 10:00:00;3.0;;19.0666666666667;22.75;;17.7;18.95
2017-11-05 10:15:00;8.5;;22.4;22.15;;20.6;18.5
2017-11-05 10:30:00;8.5;;23.5;29.95;;21.65;24.6
2017-11-05 10:45:00;8.5;;27.2;27.033333333333307;;25.15;22.7
2017-11-05 11:00:00;8.5;;25.15;23.5;;23.35;19.65
2017-11-05 11:15:00;9.5;;25.0;23.45;;23.25;19.6
2017-11-05 11:30:00;9.5;;24.75;26.15;;23.15;21.9
2017-11-05 11:45:00;9.5;;26.3;26.95;;24.3333333333333;22.6
2017-11-05 12:00:00;9.4;;26.4;29.85;;24.4;25.3
2017-11-05 12:15:00;7.9;;27.9;37.0;;26.15;31.1
2017-11-05 12:30:00;7.9;;31.75;38.2;;29.5;31.8
2017-11-05 12:45:00;7.9;;25.15;35.35;;23.4;29.7
2017-11-05 13:00:00;8.0;;25.4;26.15;;23.75;22.3
2017-11-05 13:15:00;10.2;;30.4;35.55;;28.3;29.85
2017-11-05 13:30:00;10.2;;24.266666666666694;37.15;;22.8;31.35
2017-11-05 13:45:00;10.2;;20.9;28.7;;19.4;24.3
2017-11-05 14:00:00;10.3;;21.15;25.2;;19.55;21.4
2017-11-05 14:15:00;11.5;;25.4;29.266666666666694;;23.75;24.6
2017-11-05 14:30:00;11.5;;22.25;25.8;;20.65;21.75
2017-11-05 14:45:00;11.5;;28.75;32.45;;26.5;27.2
2017-11-05 15:00:00;11.4;;31.45;35.05;;28.85;29.2
2017-11-05 15:15:00;10.4;;27.3666666666667;28.4;;25.533333333333307;23.85
2017-11-05 15:30:00;10.4;;25.0;30.25;;23.4;25.35
2017-11-05 15:45:00;10.4;;28.15;35.75;;25.9;29.9
2017-11-05 16:00:00;10.3;;33.7;39.033333333333296;;31.2;33.1
2017-11-05 16:15:00;9.3;;31.1;45.85;;29.1;38.5
2017-11-05 16:30:00;9.3;;32.6;46.5;;30.35;38.55
2017-11-05 16:45:00;9.3;;34.7;48.15;;32.5;39.95
2017-11-05 17:00:00;9.4;;33.9333333333333;48.2;;31.733333333333306;40.35
2017-11-05 17:15:00;10.8;;26.4;37.7;;24.4;31.75
2017-11-05 17:30:00;10.8;;23.5;28.45;;21.8;24.0
2017-11-05 17:45:00;10.8;;24.2;24.033333333333307;;22.65;20.1
2017-11-05 18:00:00;10.7;;22.65;22.5;;21.1;19.15
2017-11-05 18:15:00;9.1;;20.75;26.05;;19.55;22.35
2017-11-05 18:30:00;9.1;;19.2;29.0;;18.1;24.65
2017-11-05 18:45:00;9.1;;21.266666666666698;29.8;;19.9;25.05
2017-11-05 19:00:00;9.3;;22.4;31.1;;20.9;25.9
2017-11-05 19:15:00;16.3;;21.7;32.8;;20.35;27.1
2017-11-05 19:30:00;16.3;;24.6;29.233333333333306;;23.0;24.8
2017-11-05 19:45:00;16.3;;21.6;29.5;;20.1;25.5
2017-11-05 20:00:00;16.5;;22.95;33.2;;21.55;28.4
2017-11-05 20:15:00;21.3;;20.35;33.95;;19.15;28.75
2017-11-05 20:30:00;21.3;;22.3666666666667;26.35;;20.8333333333333;22.15
2017-11-05 20:45:00;21.3;;24.6;25.2;;23.25;21.4
2017-11-05 21:00:00;21.4;;25.85;26.95;;24.25;22.95
2017-11-05 21:15:00;22.9;;23.2;28.7;;21.55;24.3333333333333
2017-11-05 21:30:00;22.9;;23.4;31.9;;21.85;27.55
2017-11-05 21:45:00;22.9;;22.1;21.6;;20.6;18.65
2017-11-05 22:00:00;23.2;;19.5;23.75;;18.3;19.75
2017-11-05 22:15:00;28.5;;16.3;27.9;;15.533333333333301;23.2
2017-11-05 22:30:00;28.5;;14.55;28.15;;13.65;23.7
2017-11-05 22:45:00;28.5;;15.1;22.55;;14.15;18.95
2017-11-05 23:00:00;28.3;;19.1;24.7;;17.55;20.766666666666698
2017-11-05 23:15:00;24.5;;14.95;23.0;;13.85;19.25
2017-11-05 23:30:00;24.5;;17.3;21.3;;16.15;18.15
2017-11-05 23:45:00;24.5;;12.65;21.75;;11.85;18.75
2017-11-06 00:00:00;24.5;;12.333333333333302;24.2;;11.4;20.85
2017-11-06 00:15:00;25.9;;13.95;23.25;;13.15;19.9
2017-11-06 00:30:00;25.9;;13.05;18.95;;12.2;15.9
2017-11-06 00:45:00;25.9;;16.5;19.9333333333333;;15.5;17.233333333333302
2017-11-06 01:00:00;25.7;;16.05;19.0;;15.0;16.35
2017-11-06 01:15:00;20.5;;21.45;26.3;;19.7;21.8
2017-11-06 01:30:00;20.5;;26.4;29.1;;23.95;24.8
2017-11-06 01:45:00;20.5;;39.4;31.1;;35.43333333333329;25.85
2017-11-06 02:00:00;20.5;;;88.9;;;69.1
2017-11-06 02:15:00;20.3;;98.5;;;87.5;
2017-11-06 02:30:00;20.3;;53.4;73.35;;48.0;57.3
2017-11-06 02:45:00;20.3;;50.2;61.6;;44.9;48.8
2017-11-06 03:00:00;20.1;;61.4;75.0;;54.5;58.45
2017-11-06 03:15:00;14.8;;40.3;37.0;;35.85;29.55
2017-11-06 03:30:00;14.8;;37.4;35.95;;33.7333333333333;28.55
2017-11-06 03:45:00;14.8;;66.35;81.9;;59.3;64.2
2017-11-06 04:00:00;14.8;;26.0;43.4;;23.65;35.6
2017-11-06 04:15:00;16.9;;14.7;28.533333333333307;;13.75;23.266666666666694
2017-11-06 04:30:00;16.9;;49.4;64.0;;44.3;49.6
2017-11-06 04:45:00;16.9;;;;;;
2017-11-06 05:00:00;16.9;;;;;;
2017-11-06 05:15:00;16.6;;;;;;
2017-11-06 05:30:00;16.6;;;;;;
2017-11-06 05:45:00;16.6;;;;;;
2017-11-06 06:00:00;16.4;;;;;;
2017-11-06 06:15:00;11.7;;;;;;
2017-11-06 06:30:00;11.7;;;;;;
2017-11-06 06:45:00;11.7;;;;;;
2017-11-06 07:00:00;11.8;;;;;;
2017-11-06 07:15:00;14.7;;;;;;
2017-11-06 07:30:00;14.7;;;;;;
2017-11-06 07:45:00;14.7;;68.3;96.5;;60.1;73.9
2017-11-06 08:00:00;14.7;;;;;;
2017-11-06 08:15:00;13.1;;;;;;
2017-11-06 08:30:00;13.1;;;;;;
2017-11-06 08:45:00;13.1;;;;;;
2017-11-06 09:00:00;13.9;;96.9;;;85.6;
2017-11-06 09:15:00;33.0;;32.6;53.5;;29.15;42.65
2017-11-06 09:30:00;33.0;;18.95;22.8333333333333;;17.6;19.6333333333333
2017-11-06 09:45:00;33.0;;22.25;29.2;;20.9;24.55
2017-11-06 10:00:00;33.3;;25.15;33.4;;23.35;28.4
2017-11-06 10:15:00;44.8;;26.65;34.85;;24.85;29.6
2017-11-06 10:30:00;44.8;;34.8333333333333;34.75;;32.0333333333333;29.45
2017-11-06 10:45:00;44.8;;38.25;44.65;;35.15;37.55
2017-11-06 11:00:00;44.6;;39.5;51.2;;36.3;42.1
2017-11-06 11:15:00;40.3;;49.8;59.5666666666667;;45.85;49.366666666666696
2017-11-06 11:30:00;40.3;;53.25;59.6;;49.05;49.5
2017-11-06 11:45:00;40.3;;48.85;55.15;;45.0;46.2
2017-11-06 12:00:00;39.5;;46.65;50.25;;43.2;42.25
2017-11-06 12:15:00;21.4;;35.2333333333333;38.55;;32.6;32.1
2017-11-06 12:30:00;21.4;;32.45;32.2;;30.15;27.1
2017-11-06 12:45:00;21.4;;29.3;34.5;;27.25;28.8
2017-11-06 13:00:00;21.2;;23.9;31.9333333333333;;22.15;26.8666666666667
2017-11-06 13:15:00;15.1;;29.4;25.9;;27.0;22.3
2017-11-06 13:30:00;15.1;;31.45;33.2;;28.95;28.1
2017-11-06 13:45:00;15.1;;32.6;40.65;;30.15;33.9
2017-11-06 14:00:00;15.1;;28.3333333333333;35.45;;26.3;29.7
2017-11-06 14:15:00;15.2;;20.75;29.7;;19.4;24.85
2017-11-06 14:30:00;15.2;;19.55;23.4;;18.15;20.05
2017-11-06 14:45:00;15.2;;14.8;21.0;;13.75;18.1666666666667
2017-11-06 15:00:00;14.9;;21.75;23.1;;20.3;19.5
2017-11-06 15:15:00;9.6;;21.05;22.75;;19.4;19.15
2017-11-06 15:30:00;9.6;;18.0;21.55;;16.8;18.1
2017-11-06 15:45:00;9.6;;26.5;27.65;;24.6666666666667;22.9
2017-11-06 16:00:00;9.9;;24.05;33.2;;22.2;27.45
2017-11-06 16:15:00;15.9;;27.2;34.3;;25.1;28.55
2017-11-06 16:30:00;15.9;;26.8;25.8;;24.9;21.533333333333307
2017-11-06 16:45:00;15.9;;24.9;23.8;;23.0;19.75
2017-11-06 17:00:00;16.0;;26.95;24.6;;24.7;20.5
2017-11-06 17:15:00;17.5;;23.25;26.75;;21.4;22.25
2017-11-06 17:30:00;17.5;;24.4;25.4;;22.6333333333333;21.2
2017-11-06 17:45:00;17.5;;27.9;22.95;;25.85;19.15
2017-11-06 18:00:00;18.0;;19.9;24.3;;18.5;20.45
2017-11-06 18:15:00;28.2;;19.65;34.1;;18.4;28.8
2017-11-06 18:30:00;28.2;;24.6;34.4;;22.95;29.2
2017-11-06 18:45:00;28.2;;27.35;34.8;;25.35;29.25
2017-11-06 19:00:00;28.8;;23.2;32.35;;21.55;27.3
2017-11-06 19:15:00;47.2;;21.4333333333333;26.95;;19.8333333333333;22.7
2017-11-06 19:30:00;47.2;;24.35;31.25;;22.5;25.65
2017-11-06 19:45:00;47.2;;22.55;29.0;;20.9;24.45
2017-11-06 20:00:00;47.2;;25.95;26.6;;24.0;22.533333333333307
2017-11-06 20:15:00;45.0;;31.9;36.9;;29.4;31.4
2017-11-06 20:30:00;45.0;;30.65;35.15;;28.25;30.0
2017-11-06 20:45:00;45.0;;28.0;36.4;;25.9;30.5
2017-11-06 21:00:00;45.2;;20.5;38.8;;19.033333333333303;32.4
2017-11-06 21:15:00;50.8;;21.95;33.9;;20.45;28.35
2017-11-06 21:30:00;50.8;;25.95;30.55;;24.35;25.85
2017-11-06 21:45:00;50.8;;26.15;39.4;;24.4;33.4333333333333
2017-11-06 22:00:00;50.3;;27.6;37.55;;25.7;31.95
2017-11-06 22:15:00;41.4;;29.15;33.5;;27.35;28.95
2017-11-06 22:30:00;41.4;;28.85;37.1;;26.8;31.85
2017-11-06 22:45:00;41.4;;31.0666666666667;31.75;;28.7;26.7
2017-11-06 23:00:00;41.2;;28.05;25.6;;25.7;21.65
2017-11-06 23:15:00;34.0;;25.4;26.85;;23.45;23.15
2017-11-06 23:30:00;34.0;;22.55;33.866666666666696;;21.0;28.6666666666667
2017-11-06 23:45:00;34.0;;24.15;40.25;;22.55;33.8
2017-11-07 00:00:00;33.7;;20.85;32.95;;19.45;27.95
2017-11-07 00:15:00;25.8;;29.95;42.3;;27.65;35.55
2017-11-07 00:30:00;25.8;;79.3;;;71.5;
2017-11-07 00:45:00;25.8;;;;;;
2017-11-07 01:00:00;25.6;;;;;;
2017-11-07 01:15:00;21.3;;;;;;
2017-11-07 01:30:00;21.3;;;;;;
2017-11-07 01:45:00;21.3;;;;;;
2017-11-07 02:00:00;21.2;;;;;;
2017-11-07 02:15:00;17.6;;;;;;
2017-11-07 02:30:00;17.6;;;;;;
2017-11-07 02:45:00;17.6;;;;;;
2017-11-07 03:00:00;17.5;;;;;;
2017-11-07 03:15:00;13.6;;;;;;
2017-11-07 03:30:00;13.6;;;;;;
2017-11-07 03:45:00;13.6;;;;;;
2017-11-07 04:00:00;13.7;;;;;;
2017-11-07 04:15:00;15.7;;;;;;
2017-11-07 04:30:00;15.7;;;;;;
2017-11-07 04:45:00;15.7;;;;;;
2017-11-07 05:00:00;15.6;;;;;;
